league.year,league.name,entry.name,phase.name,division.name,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_W,P_L,P_T,P_PCT,P_R,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1947,Big State League,Waco,regular,,,,,,,,,153,1362,5425,935,,1519,2337,,279,28,161,862,555,,671,,63,69,,105,,0.28,,,,,,,,,,,,,,,,,
1947,Big State League,Austin,regular,,,,,,,,,154,1363,5358,845,,1474,2033,,231,32,88,758,470,,695,,37,31,,52,,0.275,,,,,,,,,,,,,,,,,
1947,Big State League,Gainesville,regular,,,,,,,,,152,1352,5543,923,,1518,2252,,229,23,153,815,611,,656,,34,80,,39,,0.274,,,,,,,,,,,,,,,,,
1947,Big State League,Texarkana,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,3925,1680,175,118,,29,,,0.97
1947,Big State League,Greenville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,4089,1677,187,149,,8,,,0.969
1947,Big State League,Paris,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,3987,1685,255,138,,22,,,0.957
1947,Big State League,Gainesville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,4052,1643,257,155,,22,,,0.957
1947,Big State League,Sherman-Denison,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,4012,1770,291,124,,16,,,0.952
1947,Big State League,Waco,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3969,1789,302,160,,23,,,0.95
1947,Big State League,Wichita Falls,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,4008,1693,346,172,,19,,,0.943
1947,Big State League,Austin,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,4014,1637,350,110,,26,,,0.942
1947,Carolina League,Burlington,regular,,,87,55,0,0.613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Winston-Salem,regular,,,85,57,0,0.599,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Raleigh,regular,,,81,60,1,0.574,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Durham,regular,,,70,71,0,0.496,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Greensboro,regular,,,65,75,2,0.464,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Danville,regular,,,65,77,1,0.458,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Leaksville,regular,,,59,82,0,0.418,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Martinsville,regular,,,53,88,0,0.376,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Raleigh,semifinal,Semifinal 1,,4,3,,0.571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Burlington,semifinal,Semifinal 1,,3,4,,0.429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Durham,semifinal,Semifinal 2,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Winston-Salem,semifinal,Semifinal 2,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Raleigh,final,,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Durham,final,,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Winston-Salem,regular,,,,,,,,223507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Durham,regular,,,,,,,,152095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Raleigh,regular,,,,,,,,150110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Greensboro,regular,,,,,,,,147128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Burlington,regular,,,,,,,,140138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Danville,regular,,,,,,,,15700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Leaksville,regular,,,,,,,,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Martinsville,regular,,,,,,,,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Carolina League,Burlington,regular,,,,,,,,,142,,4992,924,,1476,2144,,241,95,79,797,593,,581,,32,105,,88,,0.296,,,,,,718,,,,,,,,,,,
1947,Carolina League,Winston-Salem,regular,,,,,,,,,142,,5209,940,,1517,2252,,335,59,94,796,621,,808,,30,36,,159,,0.291,,,,,,787,,,,,,,,,,,
1947,Carolina League,Durham,regular,,,,,,,,,141,,4979,956,,1440,1974,,276,66,42,807,613,,849,,35,93,,120,,0.289,,,,,,964,,,,,,,,,,,
1947,Carolina League,Martinsville,regular,,,,,,,,,141,,5112,791,,1454,2072,,257,59,81,692,425,,835,,34,45,,77,,0.284,,,,,,1024,,,,,,,,,,,
1947,Carolina League,Raleigh,regular,,,,,,,,,142,,4981,840,,1397,1930,,238,62,57,707,592,,732,,22,87,,72,,0.28,,,,,,754,,,,,,,,,,,
1947,Carolina League,Leaksville,regular,,,,,,,,,141,,4922,827,,1362,1987,,268,63,77,697,501,,792,,36,56,,178,,0.277,,,,,,985,,,,,,,,,,,
1947,Carolina League,Danville,regular,,,,,,,,,143,,5024,775,,1374,1970,,255,37,89,682,512,,816,,26,53,,53,,0.273,,,,,,820,,,,,,,,,,,
1947,Carolina League,Greensboro,regular,,,,,,,,,142,,4901,820,,1313,1850,,250,58,57,712,624,,711,,24,76,,177,,0.268,,,,,,821,,,,,,,,,,,
1947,Carolina League,Burlington,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,3702,1457,230,107,1,8,,,0.957
1947,Carolina League,Danville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,3706,1510,245,109,0,22,,,0.955
1947,Carolina League,Greensboro,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,3731,1707,288,118,0,24,,,0.95
1947,Carolina League,Raleigh,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,3711,1485,302,86,1,6,,,0.945
1947,Carolina League,Leaksville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,3706,1720,327,141,0,15,,,0.943
1947,Carolina League,Winston-Salem,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,3759,1541,326,123,0,20,,,0.942
1947,Carolina League,Durham,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,3697,1628,333,124,0,21,,,0.941
1947,Carolina League,Martinsville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,3668,1556,351,109,0,20,,,0.937
1947,Coastal Plain League,Wilson,regular,,,79,61,,0.564,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Kinston,regular,,,74,65,,0.532,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Tarboro,regular,,,74,66,,0.529,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,New Bern,regular,,,73,66,,0.525,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Goldsboro,regular,,,72,67,,0.518,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Rocky Mount,regular,,,68,71,,0.489,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Roanoke Rapids,regular,,,60,80,,0.429,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Greenville,regular,,,58,82,,0.414,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Wilson,semifinal,Semifinal 1,,4,1,,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,New Bern,semifinal,Semifinal 1,,1,4,,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Kinston,semifinal,Semifinal 2,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Wilson,semifinal,Semifinal 2,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Kinston,final,,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Wilson,final,,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Wilson,regular,,,,,,,,138548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Roanoke Rapids,regular,,,,,,,,115837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,New Bern,regular,,,,,,,,104426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Rocky Mount,regular,,,,,,,,100794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Goldsboro,regular,,,,,,,,88707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Tarboro,regular,,,,,,,,75281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Kinston,regular,,,,,,,,68986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Greenville,regular,,,,,,,,66316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Kinston,regular,,,,,,,,,140,,4658,711,,1313,,,207,41,48,593,,,,,,71,,105,,0.282,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Goldsboro,regular,,,,,,,,,140,,4678,726,,1304,,,185,40,23,578,,,,,,136,,164,,0.279,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,New Bern,regular,,,,,,,,,139,,4656,823,,1296,,,241,38,79,705,,,,,,67,,156,,0.278,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Wilson,regular,,,,,,,,,140,,4744,774,,1297,,,206,25,41,645,,,,,,104,,133,,0.273,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Roanoke Rapids,regular,,,,,,,,,140,,4931,725,,1339,,,206,42,52,591,,,,,,40,,55,,0.272,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Tarboro,regular,,,,,,,,,140,,4910,889,,1336,,,210,63,88,695,,,,,,63,,242,,0.272,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Greenville,regular,,,,,,,,,140,,4728,747,,1255,,,179,36,56,633,,,,,,69,,115,,0.265,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Rocky Mount,regular,,,,,,,,,139,,4822,638,,1278,,,192,34,82,538,,,,,,101,,131,,0.265,,,,,,,,,,,,,,,,,
1947,Coastal Plain League,Wilson,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3730,1503,257,99,0,,,,0.953
1947,Coastal Plain League,Tarboro,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3687,1656,267,83,0,,,,0.952
1947,Coastal Plain League,Goldsboro,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3700,1636,284,120,1,,,,0.949
1947,Coastal Plain League,Kinston,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3508,1599,306,101,0,,,,0.943
1947,Coastal Plain League,Roanoke Rapids,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3638,1557,318,128,0,,,,0.942
1947,Coastal Plain League,New Bern,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3523,1555,317,130,0,,,,0.941
1947,Coastal Plain League,Rocky Mount,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3419,1317,299,94,0,,,,0.941
1947,Coastal Plain League,Greenville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3522,1455,355,80,0,,,,0.933
1947,Eastern League,Utica,regular,,,90,48,0,0.652,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Albany,regular,,,80,58,1,0.58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Wilkes-Barre,regular,,,80,60,0,0.571,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Scranton,regular,,,78,62,0,0.557,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Williamsport,regular,,,66,74,0,0.471,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Hartford,regular,,,58,82,1,0.414,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Elmira,regular,,,54,86,0,0.386,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Binghamton,regular,,,52,88,0,0.371,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Utica,semifinal,Semifinal 1,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Wilkes-Barre,semifinal,Semifinal 1,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Albany,semifinal,Semifinal 2,,4,3,,0.571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Scranton,semifinal,Semifinal 2,,3,4,,0.429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Utica,final,,,4,3,,0.571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Albany,final,,,3,4,,0.429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Albany,regular,,,,,,,,184055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Scranton,regular,,,,,,,,162813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Wilkes-Barre,regular,,,,,,,,125288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Utica,regular,,,,,,,,110786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Binghamton,regular,,,,,,,,110277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Hartford,regular,,,,,,,,92397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Williamsport,regular,,,,,,,,87011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Elmira,regular,,,,,,,,73007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Eastern League,Utica,regular,,,,,,,,,138,,4684,811,,1345,1845,,218,66,50,704,601,,521,,36,66,,90,,0.287,,,,,,584,,,,,,,,,,,
1947,Eastern League,Wilkes-Barre,regular,,,,,,,,,140,,4626,743,,1324,1803,,209,66,46,659,544,,527,,16,75,,56,,0.286,,,,,,606,,,,,,,,,,,
1947,Eastern League,Albany,regular,,,,,,,,,139,,4543,746,,1262,1732,,223,59,43,665,638,,427,,27,80,,88,,0.278,,,,,,601,,,,,,,,,,,
1947,Eastern League,Scranton,regular,,,,,,,,,140,,4702,719,,1261,1717,,220,49,46,644,566,,571,,25,89,,80,,0.268,,,,,,657,,,,,,,,,,,
1947,Eastern League,Hartford,regular,,,,,,,,,141,,4639,654,,1218,1695,,220,46,55,574,565,,596,,19,73,,51,,0.263,,,,,,802,,,,,,,,,,,
1947,Eastern League,Williamsport,regular,,,,,,,,,140,,4614,721,,1206,1708,,197,58,63,643,626,,550,,28,78,,69,,0.261,,,,,,757,,,,,,,,,,,
1947,Eastern League,Binghamton,regular,,,,,,,,,140,,4604,626,,1173,1689,,195,51,73,555,500,,638,,32,63,,67,,0.255,,,,,,812,,,,,,,,,,,
1947,Eastern League,Elmira,regular,,,,,,,,,140,,4583,560,,1111,1512,,197,45,38,494,540,,655,,13,81,,67,,0.242,,,,,,761,,,,,,,,,,,
1947,Eastern League,Utica,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3541,1471,185,105,0,9,,1116,0.964
1947,Eastern League,Wilkes-Barre,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3512,1627,213,146,0,15,,1069,0.96
1947,Eastern League,Scranton,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3585,1482,214,124,0,17,,1102,0.959
1947,Eastern League,Williamsport,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3517,1519,219,107,0,20,,1106,0.958
1947,Eastern League,Albany,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3486,1489,225,126,0,15,,1109,0.957
1947,Eastern League,Hartford,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,3539,1484,248,116,1,22,,1069,0.953
1947,Eastern League,Elmira,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3537,1448,245,140,0,5,,1058,0.953
1947,Eastern League,Binghamton,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3474,1479,273,118,0,23,,1042,0.948
1947,South Atlantlc League,Columbus,regular,,,88,65,1,0.578,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Savannah,regular,,,85,66,1,0.563,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Charleston,regular,,,83,69,1,0.546,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Augusta,regular,,,81,69,2,0.54,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Greenville,regular,,,77,77,0,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Macon,regular,,,70,82,1,0.461,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Jacksonville,regular,,,66,87,0,0.431,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Columbia,regular,,,59,94,0,0.386,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Augusta,semifinal,Semifinal 1,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Columbus,semifinal,Semifinal 1,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Savannah,semifinal,Semifinal 2,,4,3,,0.571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Charleston,semifinal,Semifinal 2,,3,4,,0.429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Savannah,final,,,4,1,,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantlc League,Augusta,final,,,1,4,,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Savannah,regular,,,,,,,,192975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Charleston,regular,,,,,,,,184851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Columbus,regular,,,,,,,,134305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Macon,regular,,,,,,,,132996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Greenville,regular,,,,,,,,130205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Augusta,regular,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Jacksonville,regular,,,,,,,,104824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Columbia,regular,,,,,,,,97445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,South Atlantic League,Augusta,regular,,,,,,,,,152,,5330,925,,1588,2325,,301,98,80,816,557,,621,,32,78,,120,,0.298,,,,,,841,,,,,,,,,,,
1947,South Atlantic League,Savannah,regular,,,,,,,,,152,,5142,824,,1407,2009,,219,79,75,709,634,,650,,45,75,,90,,0.274,,,,,,824,,,,,,,,,,,
1947,South Atlantic League,Columbus,regular,,,,,,,,,154,,5199,857,,1401,2051,,215,84,89,763,764,,889,,28,121,,96,,0.269,,,,,,651,,,,,,,,,,,
1947,South Atlantic League,Greenville,regular,,,,,,,,,154,,5146,801,,1371,1835,,197,87,31,644,684,,676,,30,111,,122,,0.266,,,,,,821,,,,,,,,,,,
