league.year,league.name,entry.name,phase.name,division.name,S_FIRST,S_LAST,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_LOB,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB,F_CS,F_XI,F_LOB,F_PCT
1972,Mexican League,Veracruz,regular,,,,,,,,,,66343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Yucatan,regular,,,,,,,,,,152741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Saltillo,regular,,,,,,,,,,,141,,4534,745,,1321,1996,,201,51,124,369,437,74,665,,41,51,39,115,67,935,0.291,,,,,,,,,,,,,533,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Mexico City Reds,regular,,,,,,,,,,,140,,4462,638,,1291,1728,,180,46,55,554,403,86,102,,32,56,50,58,45,936,0.289,,,,,,,,,,,,,1138,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Jalisco,regular,,,,,,,,,,,138,,4485,682,,1286,1892,,224,41,100,607,449,70,603,,32,39,44,62,65,851,0.28700000000000003,,,,,,,,,,,,,571,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Tampico,regular,,,,,,,,,,,138,,4401,660,,1216,1819,,182,20,127,568,445,92,675,,51,64,35,49,35,953,0.276,,,,,,,,,,,,,493,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Cordoba,regular,,,,,,,,,,,134,,4204,614,,1146,1624,,177,26,83,519,274,73,653,,54,75,30,54,26,858,0.273,,,,,,,,,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Yucatan,regular,,,,,,,,,,,139,,4279,504,,1154,1485,,152,43,31,431,493,83,584,,32,59,31,63,42,1016,0.27,,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Puebla,regular,,,,,,,,,,,137,,4243,629,,1137,1690,,171,44,98,537,511,73,649,,32,72,34,69,40,927,0.268,,,,,,,,,,,,,643,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Sabinas,regular,,,,,,,,,,,138,,43144,466,,1146,1477,,120,20,57,406,231,60,616,,32,67,28,20,36,887,0.266,,,,,,,,,,,,,595,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Reynosa,regular,,,,,,,,,,,140,,4334,500,,1143,1532,,177,28,52,451,387,79,766,,23,66,36,54,53,936,0.264,,,,,,,,,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Monterrey,regular,,,,,,,,,,,135,,4309,543,,1117,1549,,137,29,79,388,412,46,662,,34,63,23,31,50,900,0.259,,,,,,,,,,,,,762,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Union Laguna,regular,,,,,,,,,,,140,,4364,502,,1130,1512,,163,24,57,442,429,62,662,,59,64,27,63,126,1012,0.259,,,,,,,,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,139,,4300,530,,1111,1452,,158,51,27,456,698,84,520,,40,108,44,85,54,947,0.258,,,,,,,,,,,,,1106,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Poza Rica,regular,,,,,,,,,,,137,,4027,446,,1023,1395,,147,24,59,418,462,81,471,,37,51,31,71,42,925,0.254,,,,,,,,,,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Veracruz,regular,,,,,,,,,,,139,,4303,440,,1031,1415,,142,16,70,341,358,61,557,,26,58,24,41,45,860,0.24,,,,,,,,,,,,,1116,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Mexican League,Tampico,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3383,1402,114,116,0,16,,,,,0.977
1972,Mexican League,Mexico City Tigers,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3780,1710,136,126,0,18,,,,,0.976
1972,Mexican League,Puebla,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,3431,1434,127,127,0,8,,,,,0.975
1972,Mexican League,Poza Rica,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,3061,1301,121,92,0,11,,,,,0.973
1972,Mexican League,Mexico City Reds,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3218,1181,136,115,2,21,,,,,0.97
1972,Mexican League,Saltillo,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,3493,1443,157,158,0,13,,,,,0.969
1972,Mexican League,Reynosa,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3341,1480,159,110,0,23,,,,,0.968
1972,Mexican League,Cordoba,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,3604,1438,169,121,0,23,,,,,0.968
1972,Mexican League,Veracruz,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,2993,1339,148,141,1,31,,,,,0.967
1972,Mexican League,Sabinas,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3362,1313,164,90,0,15,,,,,0.966
1972,Mexican League,Yucatan,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3237,1110,153,98,0,15,,,,,0.966
1972,Mexican League,Jalisco,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,3347,1219,161,131,0,41,,,,,0.966
1972,Mexican League,Union Laguna,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3503,1209,192,142,0,21,,,,,0.961
1972,Mexican League,Monterrey,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,3048,1243,197,120,0,31,,,,,0.9560000000000001
